Fecha	Nulo1	Nulo2	Alternado1	Alternado2	Disperso1	Disperso2	Disperso3	Disperso4
15/05/2017 6:03	0	0	1	1	5	10	50	210
15/05/2017 6:03	0	0	-1	-1	-5	-10	-50	231
15/05/2017 6:04	0	0	1	1	5	10	50	253
15/05/2017 6:04	0	0	-1	-1	-5	-10	-50	276
15/05/2017 6:05	0	0	1	1	5	10	50	300
15/05/2017 6:05	0	0	-1	-1	-5	-10	-50	325
15/05/2017 6:06	0	0	1	1	5	10	50	351
15/05/2017 6:06	0	0	-1	-1	-5	-10	-50	378
15/05/2017 6:07	0	0	1	1	5	10	50	406
15/05/2017 6:07	0	0	-1	-1	-5	-10	-50	435
15/05/2017 6:08	0	0	1	1	5	10	50	465
15/05/2017 6:08	0	0	-1	-1	-5	-10	-50	496
15/05/2017 6:09	0	0	1	1	5	10	50	528
15/05/2017 6:09	0	0	-1	-1	-5	-10	-50	561
15/05/2017 6:10	0	0	1	1	5	10	50	595
15/05/2017 6:10	0	0	-1	-1	-5	-10	-50	630
15/05/2017 6:11	0	0	1	1	5	10	50	666
15/05/2017 6:11	0	0	-1	-1	-5	-10	-50	703
15/05/2017 6:12	0	0	1	1	5	10	50	741
15/05/2017 6:12	0	0	-1	-1	-5	-10	-50	780
15/05/2017 6:13	0	0	1	1	5	10	50	820
15/05/2017 6:13	0	0	-1	-1	-5	-10	-50	861
15/05/2017 6:14	0	0	1	1	5	10	50	903
15/05/2017 6:14	0	0	-1	-1	-5	-10	-50	946
15/05/2017 6:15	0	0	1	1	5	10	50	990
15/05/2017 6:15	0	0	-1	-1	-5	-10	-50	1035
15/05/2017 6:16	0	0	1	1	5	10	50	1081
15/05/2017 6:16	0	0	-1	-1	-5	-10	-50	1128
15/05/2017 6:17	0	0	1	1	5	10	50	1176
15/05/2017 6:17	0	0	-1	-1	-5	-10	-50	1225
15/05/2017 6:18	0	0	1	1	5	10	50	1275
15/05/2017 6:18	0	0	-1	-1	-5	-10	-50	1326
15/05/2017 6:19	0	0	1	1	5	10	50	1378
15/05/2017 6:19	0	0	-1	-1	-5	-10	-50	1431
15/05/2017 6:20	0	0	1	1	5	10	50	1485
15/05/2017 6:20	0	0	-1	-1	-5	-10	-50	1540
15/05/2017 6:21	0	0	1	1	5	10	50	1596
15/05/2017 6:21	0	0	-1	-1	-5	-10	-50	1653
15/05/2017 6:22	0	0	1	1	5	10	50	1711
15/05/2017 6:22	0	0	-1	-1	-5	-10	-50	1770
15/05/2017 6:23	0	0	1	1	5	10	50	1830
15/05/2017 6:23	0	0	-1	-1	-5	-10	-50	1891
15/05/2017 6:24	0	0	1	1	5	10	50	1953
15/05/2017 6:24	0	0	-1	-1	-5	-10	-50	2016
15/05/2017 6:25	0	0	1	1	5	10	50	2080
15/05/2017 6:25	0	0	-1	-1	-5	-10	-50	2145
15/05/2017 6:26	0	0	1	1	5	10	50	2211
15/05/2017 6:26	0	0	-1	-1	-5	-10	-50	2278
15/05/2017 6:27	0	0	1	1	5	10	50	2346
15/05/2017 6:27	0	0	-1	-1	-5	-10	-50	2415
15/05/2017 6:28	0	0	1	1	5	10	50	2485
15/05/2017 6:28	0	0	-1	-1	-5	-10	-50	2556
15/05/2017 6:29	0	0	1	1	5	10	50	2628
15/05/2017 6:29	0	0	-1	-1	-5	-10	-50	2701
15/05/2017 6:30	0	0	1	1	5	10	50	2775
15/05/2017 6:30	0	0	-1	-1	-5	-10	-50	2850
15/05/2017 6:31	0	0	1	1	5	10	50	2926
15/05/2017 6:31	0	0	-1	-1	-5	-10	-50	3003
15/05/2017 6:32	0	0	1	1	5	10	50	3081
15/05/2017 6:32	0	0	-1	-1	-5	-10	-50	3160
15/05/2017 6:33	0	0	1	1	5	10	50	3240
15/05/2017 6:33	0	0	-1	-1	-5	-10	-50	3321
15/05/2017 6:34	0	0	1	1	5	10	50	3403
15/05/2017 6:34	0	0	-1	-1	-5	-10	-50	3486
15/05/2017 6:35	0	0	1	1	5	10	50	3570
15/05/2017 6:35	0	0	-1	-1	-5	-10	-50	3655
15/05/2017 6:36	0	0	1	1	5	10	50	3741
15/05/2017 6:36	0	0	-1	-1	-5	-10	-50	3828
15/05/2017 6:37	0	0	1	1	5	10	50	3916
15/05/2017 6:37	0	0	-1	-1	-5	-10	-50	4005
15/05/2017 6:38	0	0	1	1	5	10	50	4095
15/05/2017 6:38	0	0	-1	-1	-5	-10	-50	4186
15/05/2017 6:39	0	0	1	1	5	10	50	4278
15/05/2017 6:39	0	0	-1	-1	-5	-10	-50	4371
15/05/2017 6:40	0	0	1	1	5	10	50	4465
15/05/2017 6:40	0	0	-1	-1	-5	-10	-50	4560
15/05/2017 6:41	0	0	1	1	5	10	50	4656
15/05/2017 6:41	0	0	-1	-1	-5	-10	-50	4753
15/05/2017 6:42	0	0	1	1	5	10	50	4851
15/05/2017 6:42	0	0	-1	-1	-5	-10	-50	0
15/05/2017 6:43	0	0	1	1	5	10	50	0
15/05/2017 6:43	0	0	-1	-1	-5	-10	-50	1
15/05/2017 6:44	0	0	1	1	5	10	50	3
15/05/2017 6:44	0	0	-1	-1	-5	-10	-50	6
15/05/2017 6:45	0	0	1	1	5	10	50	10
15/05/2017 6:45	0	0	-1	-1	-5	-10	-50	15
15/05/2017 6:46	0	0	1	1	5	10	50	21
15/05/2017 6:46	0	0	-1	-1	-5	-10	-50	28
15/05/2017 6:47	0	0	1	1	5	10	50	36
15/05/2017 6:47	0	0	-1	-1	-5	-10	-50	45
15/05/2017 6:48	0	0	1	1	5	10	50	55
15/05/2017 6:48	0	0	-1	-1	-5	-10	-50	66
15/05/2017 6:49	0	0	1	1	5	10	50	78
15/05/2017 6:49	0	0	-1	-1	-5	-10	-50	91
15/05/2017 6:50	0	0	1	1	5	10	50	105
15/05/2017 6:50	0	0	-1	-1	-5	-10	-50	120
15/05/2017 6:51	0	0	1	1	5	10	50	136
15/05/2017 6:51	0	0	-1	-1	-5	-10	-50	153
15/05/2017 6:52	0	0	1	1	5	10	50	171
15/05/2017 6:52	0	0	-1	-1	-5	-10	-50	190
15/05/2017 6:53	0	0	1	1	5	10	50	210
15/05/2017 6:53	0	0	-1	-1	-5	-10	-50	231
15/05/2017 6:54	0	0	1	1	5	10	50	253
15/05/2017 6:54	0	0	-1	-1	-5	-10	-50	276
15/05/2017 6:55	0	0	1	1	5	10	50	300
15/05/2017 6:55	0	0	-1	-1	-5	-10	-50	325
15/05/2017 6:56	0	0	1	1	5	10	50	351
15/05/2017 6:56	0	0	-1	-1	-5	-10	-50	378
15/05/2017 6:57	0	0	1	1	5	10	50	406
15/05/2017 6:57	0	0	-1	-1	-5	-10	-50	435
15/05/2017 6:58	0	0	1	1	5	10	50	465
15/05/2017 6:58	0	0	-1	-1	-5	-10	-50	496
15/05/2017 6:59	0	0	1	1	5	10	50	528
15/05/2017 6:59	0	0	-1	-1	-5	-10	-50	561
15/05/2017 7:00	0	0	1	1	5	10	50	595
15/05/2017 7:00	0	0	-1	-1	-5	-10	-50	630
15/05/2017 7:01	0	0	1	1	5	10	50	666
15/05/2017 7:01	0	0	-1	-1	-5	-10	-50	703
15/05/2017 7:02	0	0	1	1	5	10	50	741
15/05/2017 7:02	0	0	-1	-1	-5	-10	-50	780
15/05/2017 7:03	0	0	1	1	5	10	50	820
15/05/2017 7:03	0	0	-1	-1	-5	-10	-50	861
15/05/2017 7:04	0	0	1	1	5	10	50	903
15/05/2017 7:04	0	0	-1	-1	-5	-10	-50	946
15/05/2017 7:05	0	0	1	1	5	10	50	990
15/05/2017 7:05	0	0	-1	-1	-5	-10	-50	1035
15/05/2017 7:06	0	0	1	1	5	10	50	1081
15/05/2017 7:06	0	0	-1	-1	-5	-10	-50	1128
15/05/2017 7:07	0	0	1	1	5	10	50	1176
15/05/2017 7:07	0	0	-1	-1	-5	-10	-50	1225
15/05/2017 7:08	0	0	1	1	5	10	50	1275
15/05/2017 7:08	0	0	-1	-1	-5	-10	-50	1326
15/05/2017 7:09	0	0	1	1	5	10	50	1378
15/05/2017 7:09	0	0	-1	-1	-5	-10	-50	1431
15/05/2017 7:10	0	0	1	1	5	10	50	1485
15/05/2017 7:10	0	0	-1	-1	-5	-10	-50	1540
15/05/2017 7:11	0	0	1	1	5	10	50	1596
15/05/2017 7:11	0	0	-1	-1	-5	-10	-50	1653
15/05/2017 7:12	0	0	1	1	5	10	50	1711
15/05/2017 7:12	0	0	-1	-1	-5	-10	-50	1770
15/05/2017 7:13	0	0	1	1	5	10	50	1830
15/05/2017 7:13	0	0	-1	-1	-5	-10	-50	1891
15/05/2017 7:14	0	0	1	1	5	10	50	1953
15/05/2017 7:14	0	0	-1	-1	-5	-10	-50	2016
15/05/2017 7:15	0	0	1	1	5	10	50	2080
15/05/2017 7:15	0	0	-1	-1	-5	-10	-50	2145
15/05/2017 7:16	0	0	1	1	5	10	50	2211
15/05/2017 7:16	0	0	-1	-1	-5	-10	-50	2278
15/05/2017 7:17	0	0	1	1	5	10	50	2346
15/05/2017 7:17	0	0	-1	-1	-5	-10	-50	2415
15/05/2017 7:18	0	0	1	1	5	10	50	2485
15/05/2017 7:18	0	0	-1	-1	-5	-10	-50	2556
15/05/2017 7:19	0	0	1	1	5	10	50	2628
15/05/2017 7:19	0	0	-1	-1	-5	-10	-50	2701
15/05/2017 7:20	0	0	1	1	5	10	50	2775
15/05/2017 7:20	0	0	-1	-1	-5	-10	-50	2850
15/05/2017 7:21	0	0	1	1	5	10	50	2926
15/05/2017 7:21	0	0	-1	-1	-5	-10	-50	3003
15/05/2017 7:22	0	0	1	1	5	10	50	3081
15/05/2017 7:22	0	0	-1	-1	-5	-10	-50	3160
15/05/2017 7:23	0	0	1	1	5	10	50	3240
15/05/2017 7:23	0	0	-1	-1	-5	-10	-50	3321
15/05/2017 7:24	0	0	1	1	5	10	50	3403
15/05/2017 7:24	0	0	-1	-1	-5	-10	-50	3486
15/05/2017 7:25	0	0	1	1	5	10	50	3570
15/05/2017 7:25	0	0	-1	-1	-5	-10	-50	3655
15/05/2017 7:26	0	0	1	1	5	10	50	3741
15/05/2017 7:26	0	0	-1	-1	-5	-10	-50	3828
15/05/2017 7:27	0	0	1	1	5	10	50	3916
15/05/2017 7:27	0	0	-1	-1	-5	-10	-50	4005
15/05/2017 7:28	0	0	1	1	5	10	50	4095
15/05/2017 7:28	0	0	-1	-1	-5	-10	-50	4186
15/05/2017 7:29	0	0	1	1	5	10	50	4278
15/05/2017 7:29	0	0	-1	-1	-5	-10	-50	4371
15/05/2017 7:30	0	0	1	1	5	10	50	4465
15/05/2017 7:30	0	0	-1	-1	-5	-10	-50	4560
15/05/2017 7:31	0	0	1	1	5	10	50	4656
15/05/2017 7:31	0	0	-1	-1	-5	-10	-50	4753
15/05/2017 7:32	0	0	1	1	5	10	50	4851
15/05/2017 7:32	0	0	-1	-1	-5	-10	-50	0
15/05/2017 7:33	0	0	1	1	5	10	50	0
15/05/2017 7:33	0	0	-1	-1	-5	-10	-50	1
15/05/2017 7:34	0	0	1	1	5	10	50	3
15/05/2017 7:34	0	0	-1	-1	-5	-10	-50	6
15/05/2017 7:35	0	0	1	1	5	10	50	10
15/05/2017 7:35	0	0	-1	-1	-5	-10	-50	15
15/05/2017 7:36	0	0	1	1	5	10	50	21
15/05/2017 7:36	0	0	-1	-1	-5	-10	-50	28
15/05/2017 7:37	0	0	1	1	5	10	50	36
15/05/2017 7:37	0	0	-1	-1	-5	-10	-50	45
15/05/2017 7:38	0	0	1	1	5	10	50	55
15/05/2017 7:38	0	0	-1	-1	-5	-10	-50	66
15/05/2017 7:39	0	0	1	1	5	10	50	78
15/05/2017 7:39	0	0	-1	-1	-5	-10	-50	91
15/05/2017 7:40	0	0	1	1	5	10	50	105
15/05/2017 7:40	0	0	-1	-1	-5	-10	-50	120
15/05/2017 7:41	0	0	1	1	5	10	50	136
15/05/2017 7:41	0	0	-1	-1	-5	-10	-50	153
15/05/2017 7:42	0	0	1	1	5	10	50	171
15/05/2017 7:42	0	0	-1	-1	-5	-10	-50	190
15/05/2017 7:43	0	0	1	1	5	10	50	210
15/05/2017 7:43	0	0	-1	-1	-5	-10	-50	231
15/05/2017 7:44	0	0	1	1	5	10	50	253
15/05/2017 7:44	0	0	-1	-1	-5	-10	-50	276
15/05/2017 7:45	0	0	1	1	5	10	50	300
15/05/2017 7:45	0	0	-1	-1	-5	-10	-50	325
15/05/2017 7:46	0	0	1	1	5	10	50	351
15/05/2017 7:46	0	0	-1	-1	-5	-10	-50	378
15/05/2017 7:47	0	0	1	1	5	10	50	406
15/05/2017 7:47	0	0	-1	-1	-5	-10	-50	435
15/05/2017 7:48	0	0	1	1	5	10	50	465
15/05/2017 7:48	0	0	-1	-1	-5	-10	-50	496
15/05/2017 7:49	0	0	1	1	5	10	50	528
15/05/2017 7:49	0	0	-1	-1	-5	-10	-50	561
15/05/2017 7:50	0	0	1	1	5	10	50	595
15/05/2017 7:50	0	0	-1	-1	-5	-10	-50	630
15/05/2017 7:51	0	0	1	1	5	10	50	666
15/05/2017 7:51	0	0	-1	-1	-5	-10	-50	703
15/05/2017 7:52	0	0	1	1	5	10	50	741
15/05/2017 7:52	0	0	-1	-1	-5	-10	-50	780
15/05/2017 7:53	0	0	1	1	5	10	50	820
15/05/2017 7:53	0	0	-1	-1	-5	-10	-50	861
15/05/2017 7:54	0	0	1	1	5	10	50	903
15/05/2017 7:54	0	0	-1	-1	-5	-10	-50	946
15/05/2017 7:55	0	0	1	1	5	10	50	990
15/05/2017 7:55	0	0	-1	-1	-5	-10	-50	1035
15/05/2017 7:56	0	0	1	1	5	10	50	1081
15/05/2017 7:56	0	0	-1	-1	-5	-10	-50	1128
15/05/2017 7:57	0	0	1	1	5	10	50	1176
15/05/2017 7:57	0	0	-1	-1	-5	-10	-50	1225
15/05/2017 7:58	0	0	1	1	5	10	50	1275
15/05/2017 7:58	0	0	-1	-1	-5	-10	-50	1326
15/05/2017 7:59	0	0	1	1	5	10	50	1378
15/05/2017 7:59	0	0	-1	-1	-5	-10	-50	1431
15/05/2017 8:00	0	0	1	1	5	10	50	1485
15/05/2017 8:00	0	0	-1	-1	-5	-10	-50	1540
15/05/2017 8:01	0	0	1	1	5	10	50	1596
15/05/2017 8:01	0	0	-1	-1	-5	-10	-50	1653
15/05/2017 8:02	0	0	1	1	5	10	50	1711
15/05/2017 8:02	0	0	-1	-1	-5	-10	-50	1770
15/05/2017 8:03	0	0	1	1	5	10	50	1830
15/05/2017 8:03	0	0	-1	-1	-5	-10	-50	1891
15/05/2017 8:04	0	0	1	1	5	10	50	1953
15/05/2017 8:04	0	0	-1	-1	-5	-10	-50	2016
15/05/2017 8:05	0	0	1	1	5	10	50	2080
15/05/2017 8:05	0	0	-1	-1	-5	-10	-50	2145
15/05/2017 8:06	0	0	1	1	5	10	50	2211
15/05/2017 8:06	0	0	-1	-1	-5	-10	-50	2278
15/05/2017 8:07	0	0	1	1	5	10	50	2346
15/05/2017 8:07	0	0	-1	-1	-5	-10	-50	2415
15/05/2017 8:08	0	0	1	1	5	10	50	2485
15/05/2017 8:08	0	0	-1	-1	-5	-10	-50	2556
15/05/2017 8:09	0	0	1	1	5	10	50	2628
15/05/2017 8:09	0	0	-1	-1	-5	-10	-50	2701
15/05/2017 8:10	0	0	1	1	5	10	50	2775
15/05/2017 8:10	0	0	-1	-1	-5	-10	-50	2850
15/05/2017 8:11	0	0	1	1	5	10	50	2926
15/05/2017 8:11	0	0	-1	-1	-5	-10	-50	3003
15/05/2017 8:12	0	0	1	1	5	10	50	3081
15/05/2017 8:12	0	0	-1	-1	-5	-10	-50	3160
15/05/2017 8:13	0	0	1	1	5	10	50	3240
15/05/2017 8:13	0	0	-1	-1	-5	-10	-50	3321
15/05/2017 8:14	0	0	1	1	5	10	50	3403
15/05/2017 8:14	0	0	-1	-1	-5	-10	-50	3486
15/05/2017 8:15	0	0	1	1	5	10	50	3570
15/05/2017 8:15	0	0	-1	-1	-5	-10	-50	3655
15/05/2017 8:16	0	0	1	1	5	10	50	3741
15/05/2017 8:16	0	0	-1	-1	-5	-10	-50	3828
15/05/2017 8:17	0	0	1	1	5	10	50	3916
15/05/2017 8:17	0	0	-1	-1	-5	-10	-50	4005
15/05/2017 8:18	0	0	1	1	5	10	50	4095
15/05/2017 8:18	0	0	-1	-1	-5	-10	-50	4186
15/05/2017 8:19	0	0	1	1	5	10	50	4278
15/05/2017 8:19	0	0	-1	-1	-5	-10	-50	4371
15/05/2017 8:20	0	0	1	1	5	10	50	4465
15/05/2017 8:20	0	0	-1	-1	-5	-10	-50	4560
15/05/2017 8:21	0	0	1	1	5	10	50	4656
15/05/2017 8:21	0	0	-1	-1	-5	-10	-50	4753
15/05/2017 8:22	0	0	1	1	5	10	50	4851
15/05/2017 8:22	0	0	-1	-1	-5	-10	-50	0
15/05/2017 8:23	0	0	1	1	5	10	50	0
15/05/2017 8:23	0	0	-1	-1	-5	-10	-50	1
15/05/2017 8:24	0	0	1	1	5	10	50	3
15/05/2017 8:24	0	0	-1	-1	-5	-10	-50	6
15/05/2017 8:25	0	0	1	1	5	10	50	10
15/05/2017 8:25	0	0	-1	-1	-5	-10	-50	15
15/05/2017 8:26	0	0	1	1	5	10	50	21
15/05/2017 8:26	0	0	-1	-1	-5	-10	-50	28
15/05/2017 8:27	0	0	1	1	5	10	50	36
15/05/2017 8:27	0	0	-1	-1	-5	-10	-50	45
15/05/2017 8:28	0	0	1	1	5	10	50	55
15/05/2017 8:28	0	0	-1	-1	-5	-10	-50	66
15/05/2017 8:29	0	0	1	1	5	10	50	78
15/05/2017 8:29	0	0	-1	-1	-5	-10	-50	91
15/05/2017 8:30	0	0	1	1	5	10	50	105
15/05/2017 8:30	0	0	-1	-1	-5	-10	-50	120
15/05/2017 8:31	0	0	1	1	5	10	50	136
15/05/2017 8:31	0	0	-1	-1	-5	-10	-50	153
15/05/2017 8:32	0	0	1	1	5	10	50	171
15/05/2017 8:32	0	0	-1	-1	-5	-10	-50	190
15/05/2017 8:33	0	0	1	1	5	10	50	210
15/05/2017 8:33	0	0	-1	-1	-5	-10	-50	231
15/05/2017 8:34	0	0	1	1	5	10	50	253
15/05/2017 8:34	0	0	-1	-1	-5	-10	-50	276
15/05/2017 8:35	0	0	1	1	5	10	50	300
15/05/2017 8:35	0	0	-1	-1	-5	-10	-50	325
15/05/2017 8:36	0	0	1	1	5	10	50	351
15/05/2017 8:36	0	0	-1	-1	-5	-10	-50	378
15/05/2017 8:37	0	0	1	1	5	10	50	406
15/05/2017 8:37	0	0	-1	-1	-5	-10	-50	435
15/05/2017 8:38	0	0	1	1	5	10	50	465
15/05/2017 8:38	0	0	-1	-1	-5	-10	-50	496
15/05/2017 8:39	0	0	1	1	5	10	50	528
15/05/2017 8:39	0	0	-1	-1	-5	-10	-50	561
15/05/2017 8:40	0	0	1	1	5	10	50	595
15/05/2017 8:40	0	0	-1	-1	-5	-10	-50	630
15/05/2017 8:41	0	0	1	1	5	10	50	666
15/05/2017 8:41	0	0	-1	-1	-5	-10	-50	703
15/05/2017 8:42	0	0	1	1	5	10	50	741
15/05/2017 8:42	0	0	-1	-1	-5	-10	-50	780
15/05/2017 8:43	0	0	1	1	5	10	50	820
15/05/2017 8:43	0	0	-1	-1	-5	-10	-50	861
15/05/2017 8:44	0	0	1	1	5	10	50	903
15/05/2017 8:44	0	0	-1	-1	-5	-10	-50	946
15/05/2017 8:45	0	0	1	1	5	10	50	990
15/05/2017 8:45	0	0	-1	-1	-5	-10	-50	1035
15/05/2017 8:46	0	0	1	1	5	10	50	1081
15/05/2017 8:46	0	0	-1	-1	-5	-10	-50	1128
15/05/2017 8:47	0	0	1	1	5	10	50	1176
15/05/2017 8:47	0	0	-1	-1	-5	-10	-50	1225
15/05/2017 8:48	0	0	1	1	5	10	50	1275
15/05/2017 8:48	0	0	-1	-1	-5	-10	-50	1326
15/05/2017 8:49	0	0	1	1	5	10	50	1378
15/05/2017 8:49	0	0	-1	-1	-5	-10	-50	1431
15/05/2017 8:50	0	0	1	1	5	10	50	1485
15/05/2017 8:50	0	0	-1	-1	-5	-10	-50	1540
15/05/2017 8:51	0	0	1	1	5	10	50	1596
15/05/2017 8:51	0	0	-1	-1	-5	-10	-50	1653
15/05/2017 8:52	0	0	1	1	5	10	50	1711
15/05/2017 8:52	0	0	-1	-1	-5	-10	-50	1770
15/05/2017 8:53	0	0	1	1	5	10	50	1830
15/05/2017 8:53	0	0	-1	-1	-5	-10	-50	1891
15/05/2017 8:54	0	0	1	1	5	10	50	1953
15/05/2017 8:54	0	0	-1	-1	-5	-10	-50	2016
15/05/2017 8:55	0	0	1	1	5	10	50	2080
15/05/2017 8:55	0	0	-1	-1	-5	-10	-50	2145
15/05/2017 8:56	0	0	1	1	5	10	50	2211
15/05/2017 8:56	0	0	-1	-1	-5	-10	-50	2278
15/05/2017 8:57	0	0	1	1	5	10	50	2346
15/05/2017 8:57	0	0	-1	-1	-5	-10	-50	2415
15/05/2017 8:58	0	0	1	1	5	10	50	2485
15/05/2017 8:58	0	0	-1	-1	-5	-10	-50	2556
15/05/2017 8:59	0	0	1	1	5	10	50	2628
15/05/2017 8:59	0	0	-1	-1	-5	-10	-50	2701
15/05/2017 9:00	0	0	1	1	5	10	50	2775
15/05/2017 9:00	0	0	-1	-1	-5	-10	-50	2850
15/05/2017 9:01	0	0	1	1	5	10	50	2926
15/05/2017 9:01	0	0	-1	-1	-5	-10	-50	3003
15/05/2017 9:02	0	0	1	1	5	10	50	3081
15/05/2017 9:02	0	0	-1	-1	-5	-10	-50	3160
15/05/2017 9:03	0	0	1	1	5	10	50	3240
15/05/2017 9:03	0	0	-1	-1	-5	-10	-50	3321
15/05/2017 9:04	0	0	1	1	5	10	50	3403
15/05/2017 9:04	0	0	-1	-1	-5	-10	-50	3486
15/05/2017 9:05	0	0	1	1	5	10	50	3570
15/05/2017 9:05	0	0	-1	-1	-5	-10	-50	3655
15/05/2017 9:06	0	0	1	1	5	10	50	3741
15/05/2017 9:06	0	0	-1	-1	-5	-10	-50	3828
15/05/2017 9:07	0	0	1	1	5	10	50	3916
15/05/2017 9:07	0	0	-1	-1	-5	-10	-50	4005
15/05/2017 9:08	0	0	1	1	5	10	50	4095
15/05/2017 9:08	0	0	-1	-1	-5	-10	-50	4186
15/05/2017 9:09	0	0	1	1	5	10	50	4278
15/05/2017 9:09	0	0	-1	-1	-5	-10	-50	4371
15/05/2017 9:10	0	0	1	1	5	10	50	4465
15/05/2017 9:10	0	0	-1	-1	-5	-10	-50	4560
15/05/2017 9:11	0	0	1	1	5	10	50	4656
15/05/2017 9:11	0	0	-1	-1	-5	-10	-50	4753
15/05/2017 9:12	0	0	1	1	5	10	50	4851
15/05/2017 9:12	0	0	-1	-1	-5	-10	-50	0
15/05/2017 9:13	0	0	1	1	5	10	50	0
15/05/2017 9:13	0	0	-1	-1	-5	-10	-50	1
15/05/2017 9:14	0	0	1	1	5	10	50	3
15/05/2017 9:14	0	0	-1	-1	-5	-10	-50	6
15/05/2017 9:15	0	0	1	1	5	10	50	10
15/05/2017 9:15	0	0	-1	-1	-5	-10	-50	15
15/05/2017 9:16	0	0	1	1	5	10	50	21
15/05/2017 9:16	0	0	-1	-1	-5	-10	-50	28
15/05/2017 9:17	0	0	1	1	5	10	50	36
15/05/2017 9:17	0	0	-1	-1	-5	-10	-50	45
15/05/2017 9:18	0	0	1	1	5	10	50	55
15/05/2017 9:18	0	0	-1	-1	-5	-10	-50	66
15/05/2017 9:19	0	0	1	1	5	10	50	78
15/05/2017 9:19	0	0	-1	-1	-5	-10	-50	91
15/05/2017 9:20	0	0	1	1	5	10	50	105
15/05/2017 9:20	0	0	-1	-1	-5	-10	-50	120
15/05/2017 9:21	0	0	1	1	5	10	50	136
15/05/2017 9:21	0	0	-1	-1	-5	-10	-50	153
15/05/2017 9:22	0	0	1	1	5	10	50	171
15/05/2017 9:22	0	0	-1	-1	-5	-10	-50	190
15/05/2017 9:23	0	0	1	1	5	10	50	210
15/05/2017 9:23	0	0	-1	-1	-5	-10	-50	231
15/05/2017 9:24	0	0	1	1	5	10	50	253
15/05/2017 9:24	0	0	-1	-1	-5	-10	-50	276
15/05/2017 9:25	0	0	1	1	5	10	50	300
15/05/2017 9:25	0	0	-1	-1	-5	-10	-50	325
15/05/2017 9:26	0	0	1	1	5	10	50	351
15/05/2017 9:26	0	0	-1	-1	-5	-10	-50	378
15/05/2017 9:27	0	0	1	1	5	10	50	406
15/05/2017 9:27	0	0	-1	-1	-5	-10	-50	435
15/05/2017 9:28	0	0	1	1	5	10	50	465
15/05/2017 9:28	0	0	-1	-1	-5	-10	-50	496
15/05/2017 9:29	0	0	1	1	5	10	50	528
15/05/2017 9:29	0	0	-1	-1	-5	-10	-50	561
15/05/2017 9:30	0	0	1	1	5	10	50	595
15/05/2017 9:30	0	0	-1	-1	-5	-10	-50	630
15/05/2017 9:31	0	0	1	1	5	10	50	666
15/05/2017 9:31	0	0	-1	-1	-5	-10	-50	703
15/05/2017 9:32	0	0	1	1	5	10	50	741
15/05/2017 9:32	0	0	-1	-1	-5	-10	-50	780
15/05/2017 9:33	0	0	1	1	5	10	50	820
15/05/2017 9:33	0	0	-1	-1	-5	-10	-50	861
15/05/2017 9:34	0	0	1	1	5	10	50	903
15/05/2017 9:34	0	0	-1	-1	-5	-10	-50	946
15/05/2017 9:35	0	0	1	1	5	10	50	990
15/05/2017 9:35	0	0	-1	-1	-5	-10	-50	1035
15/05/2017 9:36	0	0	1	1	5	10	50	1081
15/05/2017 9:36	0	0	-1	-1	-5	-10	-50	1128
15/05/2017 9:37	0	0	1	1	5	10	50	1176
15/05/2017 9:37	0	0	-1	-1	-5	-10	-50	1225
15/05/2017 9:38	0	0	1	1	5	10	50	1275
15/05/2017 9:38	0	0	-1	-1	-5	-10	-50	1326
15/05/2017 9:39	0	0	1	1	5	10	50	1378
15/05/2017 9:39	0	0	-1	-1	-5	-10	-50	1431
15/05/2017 9:40	0	0	1	1	5	10	50	1485
15/05/2017 9:40	0	0	-1	-1	-5	-10	-50	1540
15/05/2017 9:41	0	0	1	1	5	10	50	1596
15/05/2017 9:41	0	0	-1	-1	-5	-10	-50	1653
15/05/2017 9:42	0	0	1	1	5	10	50	1711
15/05/2017 9:42	0	0	-1	-1	-5	-10	-50	1770
15/05/2017 9:43	0	0	1	1	5	10	50	1830
15/05/2017 9:43	0	0	-1	-1	-5	-10	-50	1891
15/05/2017 9:44	0	0	1	1	5	10	50	1953
15/05/2017 9:44	0	0	-1	-1	-5	-10	-50	2016
15/05/2017 9:45	0	0	1	1	5	10	50	2080
15/05/2017 9:45	0	0	-1	-1	-5	-10	-50	2145
15/05/2017 9:46	0	0	1	1	5	10	50	2211
15/05/2017 9:46	0	0	-1	-1	-5	-10	-50	2278
15/05/2017 9:47	0	0	1	1	5	10	50	2346
15/05/2017 9:47	0	0	-1	-1	-5	-10	-50	2415
15/05/2017 9:48	0	0	1	1	5	10	50	2485
15/05/2017 9:48	0	0	-1	-1	-5	-10	-50	2556
15/05/2017 9:49	0	0	1	1	5	10	50	2628
15/05/2017 9:49	0	0	-1	-1	-5	-10	-50	2701
15/05/2017 9:50	0	0	1	1	5	10	50	2775
15/05/2017 9:50	0	0	-1	-1	-5	-10	-50	2850
15/05/2017 9:51	0	0	1	1	5	10	50	2926
15/05/2017 9:51	0	0	-1	-1	-5	-10	-50	3003
15/05/2017 9:52	0	0	1	1	5	10	50	3081
15/05/2017 9:52	0	0	-1	-1	-5	-10	-50	3160
15/05/2017 9:53	0	0	1	1	5	10	50	3240
15/05/2017 9:53	0	0	-1	-1	-5	-10	-50	3321
15/05/2017 9:54	0	0	1	1	5	10	50	3403
15/05/2017 9:54	0	0	-1	-1	-5	-10	-50	3486
